"id","chain","category","company","brand","l_offer","market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq"
"2656831710","64","9909","107127979","6732","1194044","21","0","f","3/1/2013 0:00","1","1","14","35.93","1"
"2658606491","109","2202","104460040","3718","1208251","1","0","f","4/26/2013 0:00","1","2","1","29.989999999999998","1"
"2660421061","24","9909","1089520383","28840","1203052","9","3","t","4/15/2013 0:00","1","1","2","19.98","4"
"2662427692","40","3203","106414464","13474","1197502","23","0","f","3/28/2013 0:00","1","0.75","2","13.98","1"
"2663774704","71","9909","107127979","6732","1194044","35","0","f","3/13/2013 0:00","1","1","50","244.09999999999999","1"
"2666538990","42","3203","106414464","13474","1197502","20","0","f","4/9/2013 0:00","1","0.75","2","9.9800000000000004","1"
"2667852458","96","4401","105100050","13791","1199258","27","2","t","3/14/2013 0:00","1","2","22","80.120000000000005","3"
"2670802640","104","3203","106414464","13474","1197502","2","0","f","3/31/2013 0:00","1","0.75","1","4.4900000000000002","1"
"2672521682","4","5619","107717272","102504","1204821","1","0","f","4/20/2013 0:00","1","1.5","23","89.670000000000002","1"
"2674860201","89","2119","108079383","6926","1208329","16","0","f","4/23/2013 0:00","1","1","5","23.949999999999999","1"
"2676561892","42","3203","106414464","13474","1197502","20","1","t","3/29/2013 0:00","1","0.75","1","10.99","2"
"2678701355","42","3203","106414464","13474","1197502","20","0","f","3/26/2013 0:00","1","0.75","1","1.5","1"
"2681034226","10","3203","106414464","13474","1197502","5","1","t","3/25/2013 0:00","1","0.75","2","3.5","2"
"2621936814","21","6202","1087744888","64486","1208501","10","1","t","4/30/2013 0:00","1","1.5","1","4.9900000000000002","2"
"2624133097","46","5558","107120272","5072","1198273","15","0","f","3/25/2013 0:00","1","1.5","4","11.98","1"
"2626542898","101","2202","104460040","3718","1208251","20","2","t","4/29/2013 0:00","1","2","6","23.940000000000001","3"
"2629526682","101","3203","106414464","13474","1197502","20","0","f","3/29/2013 0:00","1","0.75","1","1.99","1"
"2632162679","21","5558","107120272","5072","1198272","10","1","t","3/26/2013 0:00","1","1.5","1","2.9900000000000002","2"
"2634180290","109","3203","106414464","13474","1197502","1","1","t","4/17/2013 0:00","1","0.75","5","5.29","2"
"2636343241","166","9909","1089520383","28840","1203052","14","0","f","4/4/2013 0:00","1","1","3","10.890000000000001","1"
"2639255742","191","3203","106414464","13474","1197502","39","1","t","3/26/2013 0:00","1","0.75","5","14.949999999999999","2"
"2640649202","133","5616","104610040","15889","1204576","43","0","f","4/30/2013 0:00","1","1","14","1.3999999999999999","1"
"2642077042","360","6202","1087744888","64486","1208501","37","1","t","4/30/2013 0:00","1","1.5","5","18.690000000000001","2"
"2643618971","42","3203","106414464","13474","1197502","20","0","f","4/4/2013 0:00","1","0.75","1","12.949999999999999","1"
"2646122432","285","3203","106414464","13474","1197502","33","0","f","3/25/2013 0:00","1","0.75","11","12.470000000000001","1"
"2647253077","214","3203","106414464","13474","1197502","8","0","f","3/30/2013 0:00","1","0.75","8","7.3899999999999997","1"
"2649148181","507","3504","104460040","7668","1200584","96","0","f","4/3/2013 0:00","1","1.25","12","18","1"
"2651443691","240","6202","1087744888","64486","1208503","12","2","t","4/24/2013 0:00","1","1.5","4","10.76","3"
"2653435930","285","3203","106414464","13474","1197502","33","0","f","4/5/2013 0:00","1","0.75","1","1","1"
"2654960057","285","5558","107120272","5072","1198273","33","0","f","3/26/2013 0:00","1","1.5","4","16.460000000000001","1"
"2656176733","293","3203","106414464","13474","1197502","33","0","f","3/30/2013 0:00","1","0.75","1","17.399999999999999","1"
"2657214001","206","3203","106414464","13474","1197502","21","0","f","3/30/2013 0:00","1","0.75","10","8.9199999999999999","1"
"2659470136","21","4401","105100050","13791","1199256","10","0","f","3/13/2013 0:00","1","2","63","155.66999999999999","1"
"2660955643","21","5558","107120272","5072","1198274","10","0","f","3/26/2013 0:00","1","1.5","2","15.98","1"
"2662580878","98","3203","106414464","13474","1197502","8","0","f","3/27/2013 0:00","1","0.75","1","7.79","1"
"2664294581","42","3203","106414464","13474","1197502","20","2","t","3/27/2013 0:00","1","0.75","20","193.59","3"
"2667183621","40","4401","105100050","13791","1199258","23","0","f","3/13/2013 0:00","1","2","4","32.359999999999999","1"
"2668323519","360","3203","106414464","13474","1197502","37","1","t","3/26/2013 0:00","1","0.75","1","9.9900000000000002","2"
"2671140229","46","1703","104460040","7668","1200578","15","0","f","3/30/2013 0:00","1","1.5","4","15.77","1"
"2673523113","21","2202","104460040","3718","1208251","10","0","f","4/25/2013 0:00","1","2","4","8.4800000000000004","1"
"2674982499","46","3203","106414464","13474","1197502","15","0","f","4/16/2013 0:00","1","0.75","4","4.2800000000000002","1"
"2677328351","21","2119","108079383","6926","1208329","10","0","f","4/22/2013 0:00","1","1","10","9.1500000000000004","1"
"2679702256","507","3203","106414464","13474","1197502","96","5","t","3/28/2013 0:00","1","0.75","2","24.489999999999998","6"
"2681504227","64","9909","107127979","6732","1194044","21","2","t","3/2/2013 0:00","1","1","6","17.940000000000001","3"
"2619313458","96","5616","104610040","15889","1204576","27","0","f","4/4/2013 0:00","1","1","2","6.7800000000000002","1"
"2621939251","21","4401","105100050","13791","1199256","10","0","f","3/28/2013 0:00","1","2","5","9","1"
"2625085055","16","2119","108079383","6926","1208329","10","0","f","4/22/2013 0:00","1","1","10","46.060000000000002","1"
"2626715732","65","2202","104460040","3718","1208251","26","1","t","4/23/2013 0:00","1","2","1","2.5499999999999998","2"
"2629704456","96","5558","107120272","5072","1198272","27","0","f","3/26/2013 0:00","1","1.5","22","16.399999999999999","1"
"2632190465","101","2202","104460040","3718","1208251","20","0","f","4/25/2013 0:00","1","2","20","77.540000000000006","1"
"2634549878","21","6202","1087744888","64486","1208503","10","1","t","4/25/2013 0:00","1","1.5","10","31.899999999999999","2"
"2636535200","46","2119","108079383","6926","1208329","15","0","f","4/26/2013 0:00","1","1","2","9.5","1"
"2639327938","214","3509","103320030","875","1200988","8","0","f","4/2/2013 0:00","1","2","1","3","1"
"2640691022","96","6202","1087744888","64486","1208503","27","0","f","4/27/2013 0:00","1","1.5","1","1.77","1"
"2642078917","360","4401","105100050","13791","1199256","37","0","f","3/14/2013 0:00","1","2","4","0","1"
"2643795214","285","3203","106414464","13474","1197502","33","0","f","3/29/2013 0:00","1","0.75","7","18.329999999999998","1"
"2646153187","109","5616","104610040","15889","1204576","1","0","f","4/5/2013 0:00","1","1","70","160.83000000000001","1"
"2647398827","46","4401","105100050","13791","1199256","15","0","f","3/14/2013 0:00","1","2","21","89.590000000000003","1"
"2649863854","508","4401","105100050","13791","1199256","96","0","f","3/13/2013 0:00","1","2","3","5.2699999999999996","1"
"2651537873","64","9909","107127979","6732","1194044","21","0","f","3/4/2013 0:00","1","1","1","1.99","1"
"2653775509","510","1703","104460040","7668","1200579","96","1","t","3/30/2013 0:00","1","1.5","18","29.530000000000001","2"
"2654961544","285","2202","104460040","3718","1208251","33","0","f","4/23/2013 0:00","1","2","1","4.29","1"
"2656238755","109","3203","106414464","13474","1197502","1","0","f","3/28/2013 0:00","1","0.75","1","3.1899999999999999","1"
"2657270028","46","5616","104610040","15889","1204576","15","2","t","4/4/2013 0:00","1","1","2","19.579999999999998","3"
"2659471269","21","3203","106414464","13474","1197502","10","0","f","4/4/2013 0:00","1","0.75","2","4","1"
"2660959727","21","4401","105100050","13791","1199258","10","1","t","3/18/2013 0:00","1","2","2","3.5600000000000001","2"
"2662695566","46","3203","106414464","13474","1197502","15","0","f","3/27/2013 0:00","1","0.75","7","45.140000000000001","1"
"2664462566","285","3203","106414464","13474","1197502","33","0","f","3/25/2013 0:00","1","0.75","12","27.219999999999999","1"
"2667314464","21","3203","106414464","13474","1197502","10","0","f","4/5/2013 0:00","1","0.75","2","11.98","1"
"2668957091","42","2119","108079383","6926","1208329","20","1","t","4/24/2013 0:00","1","1","1","2.8300000000000001","2"
"2671255244","360","6202","1087744888","64486","1208501","37","0","f","4/25/2013 0:00","1","1.5","2","8.2799999999999994","1"
"2673613758","65","4401","105100050","13791","1199256","26","0","f","3/16/2013 0:00","1","2","2","8.9800000000000004","1"
"2675354628","42","5616","104610040","15889","1204576","20","0","f","4/6/2013 0:00","1","1","4","22.760000000000002","1"
"2677388794","101","3203","106414464","13474","1197502","20","0","f","3/30/2013 0:00","1","0.75","2","8.2799999999999994","1"
"2680110538","40","4401","105100050","13791","1199258","23","0","f","3/24/2013 0:00","1","2","2","2.1800000000000002","1"
"2620534880","21","3203","106414464","13474","1197502","10","0","f","3/30/2013 0:00","1","0.75","1","25.199999999999999","1"
"2622132653","96","2119","108079383","6926","1208329","27","1","t","4/27/2013 0:00","1","1","1","4.2999999999999998","2"
"2625286723","96","6202","1087744888","64486","1208501","27","0","f","4/25/2013 0:00","1","1.5","3","11.970000000000001","1"
"2627047221","46","3203","106414464","13474","1197502","15","1","t","3/27/2013 0:00","1","0.75","3","5.9699999999999998","2"
"2630803045","509","3203","106414464","13474","1197502","96","0","f","3/25/2013 0:00","1","0.75","1","2.5","1"
"2632498002","360","5558","107120272","5072","1198275","37","0","f","3/26/2013 0:00","1","1.5","1","2.3900000000000001","1"
"2635386984","109","3203","106414464","13474","1197502","1","0","f","3/29/2013 0:00","1","0.75","1","2.4900000000000002","1"
"2637832408","109","3203","106414464","13474","1197502","1","0","f","3/30/2013 0:00","1","0.75","1","2.79","1"
"2639923966","285","3203","106414464","13474","1197502","33","0","f","3/30/2013 0:00","1","0.75","3","10.869999999999999","1"
"2641304683","285","2202","104460040","3718","1208251","33","0","f","4/25/2013 0:00","1","2","1","0.79000000000000004","1"
"2642625028","306","2202","104460040","3718","1208251","6","0","f","4/23/2013 0:00","1","2","1","2","1"
"2645438477","89","3203","106414464","13474","1197502","16","0","f","3/26/2013 0:00","1","0.75","2","5.9800000000000004","1"
"2646704270","21","4401","105100050","13791","1199256","10","0","f","3/16/2013 0:00","1","2","6","20.940000000000001","1"
"2648233608","42","3203","106414464","13474","1197502","20","0","f","4/6/2013 0:00","1","0.75","1","3.79","1"
"2650219255","96","5616","104610040","15889","1204576","27","0","f","4/4/2013 0:00","1","1","2","-0.10000000000000001","1"
"2652226871","285","5616","104610040","15889","1204576","33","0","f","4/7/2013 0:00","1","1","1","5.5899999999999999","1"
"2654190941","21","2119","108079383","6926","1208329","10","1","t","4/23/2013 0:00","1","1","2","3.5600000000000001","2"
"2655393286","21","2202","104460040","3718","1208251","10","0","f","4/26/2013 0:00","1","2","2","5.3799999999999999","1"
"2656694414","21","2119","108079383","6926","1208329","10","0","f","4/24/2013 0:00","1","1","1","3","1"
"2658437539","401","2202","104460040","3718","1208251","96","1","t","4/27/2013 0:00","1","2","3","10.5","2"
"2659791232","46","3203","106414464","13474","1197502","15","2","t","3/29/2013 0:00","1","0.75","2","0.20000000000000001","3"
"2661185081","46","4401","105100050","13791","1199258","15","0","f","3/16/2013 0:00","1","2","3","5.9699999999999998","1"
"2663639191","40","4401","105100050","13791","1199256","23","0","f","3/15/2013 0:00","1","2","1","2.79","1"
"2665841991","21","3203","106414464","13474","1197502","10","0","f","4/6/2013 0:00","1","0.75","2","9.7799999999999994","1"
"2667451007","65","3203","106414464","13474","1197502","26","0","f","3/30/2013 0:00","1","0.75","4","-4.4800000000000004","1"
"2669558374","109","3203","106414464","13474","1197502","1","0","f","3/26/2013 0:00","1","0.75","1","4.4900000000000002","1"
"2672165745","21","2119","108079383","6926","1208329","10","0","f","4/25/2013 0:00","1","1","25","124.75","1"
"2674144821","42","2202","104460040","3718","1208252","20","7","t","4/23/2013 0:00","1","3","5","15.970000000000001","8"
"2675944893","100","5558","107120272","5072","1198272","10","0","f","3/27/2013 0:00","1","1.5","1","-4.8300000000000001","1"
"2677715922","215","3203","106414464","13474","1197502","34","1","t","3/27/2013 0:00","1","0.75","1","3.9900000000000002","2"
"2680277148","83","1726","104460040","7668","1200581","15","0","f","4/6/2013 0:00","1","1.25","4","11.16","1"
"2620720358","211","3203","106414464","13474","1197502","24","0","f","3/29/2013 0:00","1","0.75","1","5.3200000000000003","1"
"2623763575","21","4401","105100050","13791","1199256","10","0","f","3/16/2013 0:00","1","2","13","60.869999999999997","1"
"2625755646","42","3203","106414464","13474","1197502","20","0","f","3/29/2013 0:00","1","0.75","21","84.079999999999998","1"
"2628402963","109","2202","104460040","3718","1208251","1","0","f","4/23/2013 0:00","1","2","1","5.8899999999999997","1"
"2631128147","96","6202","1087744888","64486","1208501","27","0","f","4/27/2013 0:00","1","1.5","13","46.850000000000001","1"
"2633475820","26","5619","107717272","102504","1204821","16","0","f","4/2/2013 0:00","1","1.5","4","10.960000000000001","1"
"2635992198","101","2202","104460040","3718","1208251","20","0","f","4/26/2013 0:00","1","2","1","3.5899999999999999","1"
"2639068234","21","5619","107717272","102504","1204821","10","0","f","4/17/2013 0:00","1","1.5","9","17.609999999999999","1"
"2640066738","384","3203","106414464","13474","1197502","9","0","f","4/5/2013 0:00","1","0.75","4","12.76","1"
"2641773382","64","9909","107127979","6732","1194044","21","1","t","3/29/2013 0:00","1","1","23","146.97","2"
"2643112320","89","3203","106414464","13474","1197502","16","0","f","3/25/2013 0:00","1","0.75","11","12.67","1"
"2645655010","360","6202","1087744888","64486","1208501","37","0","f","4/25/2013 0:00","1","1.5","3","12.98","1"
"2646871023","373","4401","105100050","13791","1199258","18","0","f","3/13/2013 0:00","1","2","45","153.30000000000001","1"
"2648697102","285","2119","108079383","6926","1208329","33","0","f","4/27/2013 0:00","1","1","7","20.629999999999999","1"
"2650938488","285","3203","106414464","13474","1197502","33","0","f","4/3/2013 0:00","1","0.75","2","7.9800000000000004","1"
"2652787582","98","3203","106414464","13474","1197502","8","1","t","3/25/2013 0:00","1","0.75","3","7.9900000000000002","2"
"2654369888","96","5558","107120272","5072","1198275","27","0","f","3/26/2013 0:00","1","1.5","9","24.649999999999999","1"
"2655572308","96","5619","107717272","102504","1204821","27","0","f","4/29/2013 0:00","1","1.5","2","10.58","1"
"2656776691","77","5558","107120272","5072","1198271","37","1","t","3/25/2013 0:00","1","1.5","3","13.470000000000001","2"
"2658491768","108","3203","106414464","13474","1197502","10","1","t","3/29/2013 0:00","1","0.75","9","36.810000000000002","2"
"2660300682","285","2202","104460040","3718","1208251","33","1","t","4/24/2013 0:00","1","2","2","2","2"
"2662037598","508","3203","106414464","13474","1197502","96","0","f","4/21/2013 0:00","1","0.75","40","151.25999999999999","1"
"2663766551","64","9909","107127979","6732","1194044","21","0","f","3/5/2013 0:00","1","1","4","31.73","1"
"2666190169","17","1726","104460040","7668","1200581","4","0","f","4/4/2013 0:00","1","1.25","1","1.29","1"
"2667850785","96","5558","107120272","5072","1198271","27","4","t","3/26/2013 0:00","1","1.5","5","15.630000000000001","5"
"2670793897","240","3203","106414464","13474","1197502","12","0","f","3/30/2013 0:00","1","0.75","2","1.76","1"
"2672506765","15","3203","106414464","13474","1197502","9","0","f","4/17/2013 0:00","1","0.75","11","18.399999999999999","1"
"2674852512","26","2202","104460040","3718","1208251","16","0","f","4/24/2013 0:00","1","2","2","-4.0199999999999996","1"
"2676561298","42","2119","108079383","6926","1208329","20","4","t","4/28/2013 0:00","1","1","1","1.3899999999999999","5"
"2678124200","360","6202","1087744888","64486","1208501","37","0","f","4/24/2013 0:00","1","1.5","4","17.960000000000001","1"
"2680946493","285","5558","107120272","5072","1198274","33","0","f","3/25/2013 0:00","1","1.5","3","5.7800000000000002","1"
"2621937644","21","4401","105100050","13791","1199258","10","0","f","3/16/2013 0:00","1","2","13","31.050000000000001","1"
"2624230861","15","3203","106414464","13474","1197502","9","0","f","4/16/2013 0:00","1","0.75","1","1.3400000000000001","1"
"2626546062","77","2202","104460040","3718","1208251","37","0","f","4/23/2013 0:00","1","2","2","-0.01","1"
"2629528353","101","2202","104460040","3718","1208251","20","1","t","4/28/2013 0:00","1","2","7","14.57","2"
"2632163947","21","2119","108079383","6926","1208329","10","0","f","4/25/2013 0:00","1","1","13","34.909999999999997","1"
"2634245894","377","9909","1089520383","28840","1203052","9","2","t","4/10/2013 0:00","1","1","2","5.5","3"
"2636358148","96","2119","108079383","6926","1208329","27","2","t","4/22/2013 0:00","1","1","2","6.9800000000000004","3"
"2639281185","96","6202","1087744888","64486","1208503","27","1","t","4/29/2013 0:00","1","1.5","6","32.539999999999999","2"
"2640653538","63","2202","104460040","3718","1208251","14","0","f","4/29/2013 0:00","1","2","3","8.9700000000000006","1"
"2642077954","360","2202","104460040","3718","1208251","37","1","t","4/23/2013 0:00","1","2","28","104.06","2"
"2643794257","285","3203","106414464","13474","1197502","33","0","f","4/21/2013 0:00","1","0.75","2","2.4399999999999999","1"
"2646123343","285","3203","106414464","13474","1197502","33","0","f","3/27/2013 0:00","1","0.75","3","5","1"
"2647272392","46","5616","104610040","15889","1204576","15","0","f","4/5/2013 0:00","1","1","1","1","1"
"2649277343","510","3203","106414464","13474","1197502","96","2","t","3/30/2013 0:00","1","0.75","2","3.4900000000000002","3"
"2651469151","101","3203","106414464","13474","1197502","20","0","f","3/26/2013 0:00","1","0.75","1","5.9900000000000002","1"
"2621936486","21","3203","106414464","13474","1197502","10","6","t","3/26/2013 0:00","1","0.75","1","5.9900000000000002","7"
"2623952257","166","9909","1089520383","28840","1203052","14","14","t","4/3/2013 0:00","1","1","2","15.57","15"
"2626541593","101","3203","106414464","13474","1197502","20","0","f","3/25/2013 0:00","1","0.75","2","5.3799999999999999","1"
"2629499842","240","6202","1087744888","64486","1208501","12","0","f","4/28/2013 0:00","1","1.5","3","-7.5","1"
"2632162104","21","2119","108079383","6926","1208329","10","2","t","4/24/2013 0:00","1","1","3","19.969999999999999","3"
"2634135681","285","5558","107120272","5072","1198275","33","0","f","3/25/2013 0:00","1","1.5","1","2.5","1"
"2636271412","89","2202","104460040","3718","1208251","16","0","f","4/24/2013 0:00","1","2","16","13.59","1"
"2639240212","98","2202","104460040","3718","1208251","8","0","f","4/28/2013 0:00","1","2","1","7.5899999999999999","1"
"2640632263","89","3203","106414464","13474","1197502","16","0","f","3/25/2013 0:00","1","0.75","1","2.5","1"
"2642068160","15","5619","107717272","102504","1204821","9","0","f","4/2/2013 0:00","1","1.5","2","65.980000000000004","1"
"2643615389","205","4401","105100050","13791","1199258","34","0","f","3/16/2013 0:00","1","2","8","9.3499999999999996","1"
"2646122399","285","3203","106414464","13474","1197502","33","0","f","4/17/2013 0:00","1","0.75","4","3.5600000000000001","1"
"2647189977","214","3203","106414464","13474","1197502","8","0","f","3/29/2013 0:00","1","0.75","1","2.9900000000000002","1"
"2648974220","377","3203","106414464","13474","1197502","9","0","f","4/2/2013 0:00","1","0.75","7","11.130000000000001","1"
"2651439151","21","6202","1087744888","64486","1208501","10","2","t","4/30/2013 0:00","1","1.5","4","10.16","3"
"2653435883","285","5616","104610040","15889","1204576","33","0","f","4/5/2013 0:00","1","1","2","14.98","1"
"2654959658","285","3203","106414464","13474","1197502","33","0","f","3/28/2013 0:00","1","0.75","7","42.18","1"
"2656140945","400","2202","104460040","3718","1208251","96","0","f","4/27/2013 0:00","1","2","2","-1.1000000000000001","1"
"2657146235","214","3203","106414464","13474","1197502","8","1","t","3/27/2013 0:00","1","0.75","16","67.359999999999999","2"
"2659468848","21","3203","106414464","13474","1197502","10","0","f","3/25/2013 0:00","1","0.75","7","9.1500000000000004","1"
"2660955082","21","3203","106414464","13474","1197502","10","1","t","3/27/2013 0:00","1","0.75","16","15.44","2"
"2662545572","68","5619","107717272","102504","1204821","4","0","f","4/16/2013 0:00","1","1.5","3","22.18","1"
"2664281697","369","3203","106414464","13474","1197502","6","0","f","3/28/2013 0:00","1","0.75","4","12.449999999999999","1"
"2667080655","510","1726","104460040","7668","1200581","96","0","f","4/4/2013 0:00","1","1.25","5","47.259999999999998","1"
"2668292505","15","3203","106414464","13474","1197502","9","0","f","3/26/2013 0:00","1","0.75","1","2.5899999999999999","1"
"2671122587","46","5558","107120272","5072","1198274","15","2","t","3/27/2013 0:00","1","1.5","3","69.469999999999999","3"
"2673522569","21","6202","1087744888","64486","1208503","10","0","f","4/26/2013 0:00","1","1.5","10","30.420000000000002","1"
"2674960156","206","3203","106414464","13474","1197502","21","0","f","3/25/2013 0:00","1","0.75","1","2.9900000000000002","1"
"2677326165","21","2119","108079383","6926","1208329","10","0","f","4/23/2013 0:00","1","1","31","66.709999999999994","1"
"2679626519","510","1703","104460040","7668","1200578","96","0","f","4/2/2013 0:00","1","1.5","10","56.32","1"
"2619488536","95","3203","106414464","13474","1197502","39","0","f","3/29/2013 0:00","1","0.75","22","55.850000000000001","1"
"2622030980","64","9909","107127979","6732","1194044","21","1","t","3/2/2013 0:00","1","1","1","4.0899999999999999","2"
"2625101982","21","6202","1087744888","64486","1208501","10","0","f","4/27/2013 0:00","1","1.5","1","4.4900000000000002","1"
"2626812120","83","3203","106414464","13474","1197502","15","0","f","3/27/2013 0:00","1","0.75","3","4.3899999999999997","1"
"2630153970","42","5558","107120272","5072","1198275","20","0","f","3/26/2013 0:00","1","1.5","3","14.970000000000001","1"
"2632303150","211","3203","106414464","13474","1197502","24","1","t","3/27/2013 0:00","1","0.75","7","42.43","2"
"2634583041","77","2119","108079383","6926","1208329","37","0","f","4/24/2013 0:00","1","1","3","7.1699999999999999","1"
"2637312832","230","3203","106414464","13474","1197502","6","0","f","3/30/2013 0:00","1","0.75","44","56.659999999999997","1"
"2639920909","285","5616","104610040","15889","1204576","33","0","f","4/5/2013 0:00","1","1","2","4.2800000000000002","1"
"2641133124","42","2119","108079383","6926","1208329","20","3","t","4/24/2013 0:00","1","1","1","2.9900000000000002","4"
"2642535542","285","2119","108079383","6926","1208329","33","0","f","4/27/2013 0:00","1","1","2","6.9800000000000004","1"
"2644072795","508","1726","104460040","7668","1200581","96","0","f","4/1/2013 0:00","1","1.25","3","4.1699999999999999","1"
"2646645709","40","4401","105100050","13791","1199256","23","0","f","3/14/2013 0:00","1","2","1","3.4900000000000002","1"
"2647570191","360","4401","105100050","13791","1199258","37","0","f","3/16/2013 0:00","1","2","5","10.93","1"
"2650044819","101","3203","106414464","13474","1197502","20","0","f","3/25/2013 0:00","1","0.75","9","26.010000000000002","1"
"2651631380","214","2119","108079383","6926","1208329","8","0","f","4/27/2013 0:00","1","1","2","11.98","1"
"2654187773","85","3203","106414464","13474","1197502","22","0","f","3/26/2013 0:00","1","0.75","2","5.1799999999999997","1"
"2655258927","508","1726","104460040","7668","1200582","96","0","f","3/30/2013 0:00","1","1.25","2","3.98","1"
"2656643555","40","3203","106414464","13474","1197502","23","0","f","3/27/2013 0:00","1","0.75","1","12.99","1"
"2657487728","360","4401","105100050","13791","1199256","37","0","f","3/14/2013 0:00","1","2","130","405","1"
"2659628680","431","2119","108079383","6926","1208329","35","0","f","4/24/2013 0:00","1","1","1","4.3899999999999997","1"
"2661072990","165","3203","106414464","13474","1197502","21","0","f","4/5/2013 0:00","1","0.75","5","15","1"
"2663228898","285","3203","106414464","13474","1197502","33","0","f","3/27/2013 0:00","1","0.75","8","28.120000000000001","1"
"2664571178","377","9909","1089520383","28840","1203052","9","0","f","4/1/2013 0:00","1","1","4","7.0599999999999996","1"
"2667327014","21","6202","1087744888","64486","1208501","10","0","f","4/29/2013 0:00","1","1.5","5","17.550000000000001","1"
"2669428391","285","3203","106414464","13474","1197502","33","0","f","4/7/2013 0:00","1","0.75","3","9.9700000000000006","1"
"2672132877","40","2119","108079383","6926","1208329","23","0","f","4/22/2013 0:00","1","1","1","3.79","1"
"2673668360","12","1726","104460040","7668","1200582","7","0","f","4/1/2013 0:00","1","1.25","5","14.949999999999999","1"
"2675915768","40","3203","106414464","13474","1197502","23","0","f","3/25/2013 0:00","1","0.75","8","21.870000000000001","1"
"2677593953","26","1726","104460040","7668","1200581","16","0","f","4/2/2013 0:00","1","1.25","1","3.4900000000000002","1"
"2680141087","21","3203","106414464","13474","1197502","10","0","f","3/28/2013 0:00","1","0.75","3","7.4699999999999998","1"
"2681692038","46","3203","106414464","13474","1197502","15","0","f","4/4/2013 0:00","1","0.75","38","255.84999999999999","1"
"2620252800","507","1703","104460040","7668","1200578","96","0","f","3/30/2013 0:00","1","1.5","2","7.9800000000000004","1"
"2622091383","63","2119","108079383","6926","1208329","14","1","t","4/22/2013 0:00","1","1","3","7.3700000000000001","2"
"2625183934","65","4401","105100050","13791","1199258","26","0","f","3/25/2013 0:00","1","2","16","33.039999999999999","1"
"2626909077","96","5619","107717272","102504","1204821","27","0","f","4/19/2013 0:00","1","1.5","2","1.98","1"
"2630471824","377","9909","1089520383","28840","1203052","9","3","t","4/4/2013 0:00","1","1","14","16.620000000000001","4"
"2632408686","46","2202","104460040","3718","1208251","15","0","f","4/25/2013 0:00","1","2","4","10.69","1"
"2635183493","42","3203","106414464","13474","1197502","20","0","f","3/26/2013 0:00","1","0.75","5","17.75","1"
"2637351945","402","2202","104460040","3718","1208251","96","0","f","4/26/2013 0:00","1","2","1","4.9900000000000002","1"
"2639922716","285","2202","104460040","3718","1208251","33","0","f","4/24/2013 0:00","1","2","1","4.9900000000000002","1"
"2641303918","285","1726","104460040","7668","1200581","33","0","f","4/2/2013 0:00","1","1.25","2","3.6800000000000002","1"
"2642577834","109","3203","106414464","13474","1197502","1","0","f","3/27/2013 0:00","1","0.75","3","15.77","1"
"2645344318","77","3203","106414464","13474","1197502","37","0","f","3/30/2013 0:00","1","0.75","13","12.380000000000001","1"
"2646700814","21","3203","106414464","13474","1197502","10","0","f","4/17/2013 0:00","1","0.75","4","17.359999999999999","1"
"2648193597","230","3203","106414464","13474","1197502","6","0","f","3/27/2013 0:00","1","0.75","3","7.5","1"
