bad_predicted,bad_probability,id,bad,older,younger,female,male,race_asian,race_black,race_hispanic,race_other,race_white,score1,score2,score4,score5,trd,bc_trd,nomt_trd,rev_trd,rtl_trd,cv10,cv11,cv12,cv13,cv14,at01s,at06s,at09s,at20s,at104s,au01s,bc01s,br01s,fr01s,g041s,g042s
0.39779999999999999,0.397,26636,0,0,1,0,1,0,0.2508098842,0.026337227099999999,0.054429421899999997,0.66842346679999998,663,684,673,622,7,4,7,6,2,1,1,1,14,6,7,2,4,119,57,1,4,4,1,1,1
0.36719999999999997,0.295,26652,0,0,1,1,0,0.0110310132,0,0.95698360039999997,0.005642106,0.026343280399999999,612,597,571,200,23,3,18,5,4,7,6,5,30,25,23,0,10,160,43,1,3,3,0,7,6
0.4128,0.276,26668,0,0,1,0,1,0.0078900936000000001,0.0012339257000000001,0.96724524329999995,0.0027235740999999999,0.020907163199999999,688,672,710,600,35,17,30,27,9,8,8,8,23,8,35,0,5,178,14,4,17,19,1,8,8
0.75639999999999996,0.995,26684,1,0,1,1,0,0,0.0028456398999999999,0.852256401,0.0076005609,0.1372973982,594,589,615,339,21,8,21,19,11,1,1,1,5,15,21,1,4,256,19,1,8,12,0,1,1
0.35819999999999996,0.242,26700,0,0,1,0,1,0,0.0038775595000000002,0.00067115670000000003,0.011446952099999999,0.98400433170000001,597,600,613,381,14,7,14,8,1,3,3,2,21,13,14,5,8,136,57,5,7,8,0,3,3
0.76239999999999997,0.712,26716,1,0,1,,,0.0059902914000000002,0.20701218739999999,0.043256577999999997,0.025883779700000002,0.71785716349999995,604,544,640,411,20,11,20,17,6,7,7,7,35,7,20,2,5,288,25,3,11,11,0,7,7
0.35699999999999998,0.064,26732,0,0,1,0,1,0,0.0110669815,0.0055381060000000001,0.0103457727,0.97304913989999997,595,629,640,306,36,13,36,29,16,2,2,2,6,12,36,9,17,149,47,5,13,14,2,2,2
0.35580000000000001,0.47,26748,0,0,1,0,1,0.0067887605000000002,0.019219521699999999,0.0031366384999999999,0.011407638899999999,0.95944744039999996,593,588,586,285,23,9,21,14,4,5,1,0,22,8,23,0,10,263,43,3,9,11,0,5,1
0.378,0.13,26764,0,0,1,,,0.082298016500000001,0.077225977700000004,0.8269130187,0.0109561715,0.0026068155999999999,630,602,627,415,27,13,27,24,11,1,1,1,4,3,27,0,5,84,19,0,13,13,0,1,1
0.35520000000000002,0.034,26780,0,1,0,0,1,0,0.15217717480000001,0.043727274699999999,0.092700850299999998,0.71139470019999995,592,575,624,412,53,1,53,3,2,2,1,1,4,17,53,3,14,181,26,7,1,1,1,2,1
0.38160000000000005,0.111,26464,0,0,1,1,0,0,0.025222668100000002,0.002853511,0.0157193113,0.95620450950000002,636,561,642,375,35,7,31,16,7,1,0,0,3,12,35,2,9,117,26,6,7,12,0,1,0
0.76419999999999999,0.957,26480,1,0,1,1,0,0.010047191299999999,0.033642493900000001,0.011980372099999999,0.016650049100000001,0.92767989360000003,607,566,607,317,18,7,18,13,6,5,3,1,28,7,18,1,6,177,33,5,7,7,0,5,3
0.41099999999999998,0.147,26496,0,0,1,0,1,0,0.044491448599999997,0.0097329385999999993,0.011865598999999999,0.93391001380000005,685,621,669,341,34,9,34,21,12,5,5,4,15,4,34,2,3,223,9,2,9,10,2,5,5
0.35099999999999998,0.122,26512,0,0,1,0,1,0,0,0,0,1,585,552,624,273,4,1,4,1,1,2,1,1,50,8,4,1,3,85,75,2,1,1,0,2,1
0.36599999999999999,0.52,26528,0,0,1,0,1,0.062719137600000002,0.033806769200000003,0.1210256962,0.056459702299999998,0.72598869479999995,610,591,608,337,28,4,28,21,17,0,0,0,0,9,28,4,11,102,39,6,4,3,3,0,0
0.37919999999999998,0.043,26544,0,0,1,0,1,0.056287692399999999,0.0019960749999999999,0.89636388690000002,0.013350211799999999,0.0320021339,632,571,658,409,25,9,25,14,3,1,0,0,4,5,25,1,3,143,12,3,9,10,1,1,0
0.39660000000000001,0.492,26560,0,0,1,1,0,0.79269364980000001,0,0.027192035400000002,0.080134876699999996,0.099979438099999998,661,677,664,366,32,20,32,28,9,11,6,4,34,1,32,1,2,395,6,0,20,20,0,11,6
0.77500000000000002,0.86,26576,1,0,1,0,1,0.048623831999999999,0,0.37700986209999998,0.0158481652,0.55851814070000005,625,627,622,406,7,4,7,5,1,1,1,1,14,8,7,1,5,73,71,1,4,4,0,1,1
0.40860000000000002,0.483,26592,0,1,0,0,1,0,0.018076809999999999,0.0014179999,0.0048769948999999998,0.97562819519999999,681,568,702,457,50,20,48,41,17,7,7,7,14,4,50,1,7,240,14,2,20,25,2,7,7
0.78100000000000003,0.979,26608,1,0,1,0,1,0.8305889353,0.0044107581999999999,0.037990061899999997,0.070685479499999995,0.0563247651,635,612,621,388,14,4,13,5,1,1,1,1,7,2,14,2,3,140,21,2,4,5,0,1,1
0.38280000000000003,0.077,26624,0,0,1,1,0,0,0,0.99667854170000003,0.00043576759999999998,0.0028856907,638,640,705,448,53,17,44,34,19,17,17,17,32,11,53,3,7,173,13,5,17,18,3,17,17
0.38939999999999997,0.44,26640,0,0,1,0,1,0,0.21590466019999999,0.0251986916,0.015769087599999999,0.74312756069999997,649,606,657,415,20,9,18,10,1,5,5,5,25,9,20,3,8,135,40,1,9,10,0,5,5
0.38880000000000003,0.387,26656,0,0,1,1,0,0,0.84363144800000001,0.0040996770000000004,0.015787205299999999,0.13648166959999999,648,609,696,396,28,8,25,14,6,10,10,10,36,9,28,2,5,212,18,5,8,9,0,10,10
0.81580000000000008,0.817,26672,1,0,1,1,0,0,0.11227781370000001,0.00084279720000000002,0.0092757524000000001,0.87760363669999997,693,669,651,432,16,4,16,8,5,4,3,3,25,7,16,2,4,89,25,4,4,4,1,4,3
0.42780000000000001,0.269,26688,0,0,1,0,1,0.013079351899999999,0.0068604139999999996,0.010876671799999999,0.0059211866000000004,0.96326237569999995,713,697,743,601,18,5,15,12,5,5,5,5,28,3,18,1,2,127,11,3,5,8,3,5,5
0.39239999999999997,0.05,26704,0,1,0,0,1,0,0.014286775,0.0037059446999999999,0.016188775700000001,0.96581850459999996,654,633,641,374,19,10,17,13,2,6,6,6,32,5,19,3,6,96,32,1,10,10,0,6,6
0.79059999999999997,0.855,26720,1,0,1,,,,,,,,651,644,628,423,14,7,14,13,6,0,0,0,0,14,14,0,4,57,29,0,7,7,1,0,0
0.39239999999999997,0.216,26736,0,0,1,1,0,0,0,0.98716134960000002,0.0087458692000000008,0.0040927812000000003,654,604,650,383,14,3,14,9,5,0,0,0,0,3,14,1,6,114,43,3,3,4,1,0,0
0.41160000000000002,0.51,26752,0,0,1,0,1,0,0.0100806761,0.00096448620000000004,0.0050767636,0.98387807410000006,686,670,708,516,15,6,13,7,1,8,8,8,53,2,15,1,1,100,7,5,6,6,0,8,8
0.34620000000000001,0.48,26768,0,0,1,0,1,0,0.00074091520000000004,0.0032107721999999998,0.015951513,0.98009679959999996,577,574,583,298,18,7,18,10,3,2,1,1,11,21,18,4,10,108,56,3,7,7,0,2,1
0.4002,0.513,26468,0,1,0,0,1,0,0.93405848219999998,0.0087024532999999994,0.0132703361,0.043968728399999997,667,625,682,395,13,7,11,10,3,4,1,1,31,0,13,0,1,240,8,0,7,9,0,4,1
0.4158,0.232,26484,0,0,1,0,1,0.0001506697,0.0039173682000000001,0.0037105299,0.0081379613999999992,0.98408347080000003,693,643,701,540,37,8,34,25,16,10,10,10,27,8,37,2,8,247,22,3,8,13,3,10,10
0.40560000000000002,0.324,26500,0,0,1,1,0,0.0011151124000000001,0.0015374863999999999,0.0046312360000000004,0.022996673400000001,0.96971949180000006,676,685,675,543,38,6,35,15,6,3,2,2,8,7,38,3,11,229,29,1,6,7,4,3,2
0.38100000000000001,0.016,26516,0,0,1,1,0,0,0.89615735110000005,0.016081676199999999,0.0311930765,0.056567896100000001,635,660,615,344,25,14,25,19,5,4,1,0,16,11,25,3,7,143,28,6,14,17,0,4,1
0.40739999999999998,0.133,26532,0,0,1,0,1,0,0,0.1084228337,0.0118132376,0.87976392869999998,679,635,666,380,27,8,26,11,6,6,2,2,22,2,27,2,6,88,22,4,8,6,0,6,2
0.36119999999999997,0.225,26548,0,0,1,0,1,0.001325529,0.0083432370999999995,0.012758513500000001,0.0139655821,0.96360713840000001,602,616,632,323,32,16,32,21,5,6,4,4,19,26,32,6,10,114,31,7,16,15,4,6,4
0.372,0.443,26564,0,0,1,0,1,0,0.99758485969999999,0.0016077689,0,0.00080737150000000004,620,567,624,397,13,4,13,7,2,1,0,0,8,9,13,3,6,64,46,3,4,4,1,1,0
0.39960000000000001,0.531,26580,0,0,1,0,1,0,0.1272246356,0.0069363753000000004,0.014995582,0.85084340709999995,666,641,675,330,37,15,32,26,11,11,5,4,30,7,37,2,3,154,8,2,15,16,1,11,5
0.37139999999999995,0.039,26596,0,0,1,0,1,0,0,0.00059264759999999995,0.0022421533999999999,0.997165199,619,600,651,298,26,11,25,24,12,0,0,0,0,4,26,2,5,172,19,0,11,11,3,0,0
0.39180000000000004,0.322,26612,0,0,1,1,0,0,0.97977403760000004,0.00030051399999999999,0.0068215760999999998,0.0131038723,653,626,695,328,28,7,27,8,1,4,2,2,14,2,28,1,2,160,7,8,7,8,0,4,2
0.4098,0.467,26628,0,0,1,0,1,0,0.60206119879999997,0.035203316700000001,0.024580983300000001,0.33815450120000001,683,642,671,440,12,3,12,9,2,4,0,0,33,0,12,0,0,261,0,3,3,7,0,4,0
0.38639999999999997,0.154,26644,0,0,1,0,1,0.76194023300000002,0.067889625999999995,0.0042444900999999997,0.10191527440000001,0.064010376499999994,644,592,693,454,74,33,72,51,19,1,0,0,1,2,74,0,8,125,11,1,33,36,2,1,0
0.40139999999999998,0.357,26660,0,0,1,1,0,0.0051131490999999996,0.0314810248,0.0055508698999999998,0.0074796335999999996,0.95037532270000002,669,650,681,436,36,7,26,16,9,10,8,8,28,9,36,3,5,150,14,5,7,8,1,10,8
0.37560000000000004,0.169,26676,0,0,1,1,0,0,0,0.00089349440000000002,0.013521366999999999,0.98558513859999997,626,641,656,455,35,14,31,23,8,8,8,8,23,11,35,6,7,109,20,5,14,15,0,8,8
0.39239999999999997,0.63,26692,0,0,1,1,0,0,0.46788962960000002,0.0094144386,0.0310670644,0.49162886729999999,654,602,657,494,46,9,44,19,9,2,0,0,4,5,46,2,2,165,4,3,9,11,2,2,0
0.78580000000000005,0.865,26708,1,0,1,0,1,0,0.4560242021,0.042747015999999999,0.054467883699999997,0.44676089819999998,643,651,643,458,20,4,17,11,7,9,9,9,45,7,20,3,4,123,20,2,4,8,1,9,9
0.36660000000000004,0.631,26724,0,0,1,1,0,0.0011447721000000001,0.0054566861999999997,0.22663635460000001,0.022082627600000002,0.74467955959999999,611,581,663,311,46,14,44,24,9,6,4,1,13,10,46,2,11,154,24,4,14,16,0,6,4
0.39300000000000002,0.217,26740,0,0,1,0,1,0.0121903611,0.022836136999999999,0.042630096200000002,0.0083139298999999993,0.91402947570000004,655,678,671,306,46,10,30,24,9,17,16,15,37,7,46,5,9,297,20,4,10,12,3,17,16
0.75219999999999998,0.8,26756,1,0,1,1,0,0,0.0126911591,0.0047736527000000004,0.066100021800000006,0.9164351664,587,558,586,321,27,5,27,18,13,8,6,5,30,18,27,4,15,230,58,4,5,8,0,8,6
0.36360000000000003,0.494,26772,0,0,1,1,0,0,0.25813431660000002,0.0031899207,0.017205869400000001,0.72146989319999999,606,603,675,321,125,10,117,15,4,4,1,1,3,14,125,8,37,216,30,4,10,10,1,4,1
0.39479999999999998,0.635,26788,0,0,1,0,1,0,0,0,0,1,658,610,653,485,4,2,4,4,2,0,0,0,0,3,4,0,0,56,0,0,2,2,0,0,0
0.39779999999999999,0.31,26804,0,0,1,0,1,0.0016092206,0.2523140498,0.0024868505999999999,0.019556352799999999,0.72403352620000005,663,669,660,472,17,6,17,11,5,1,1,0,6,4,17,4,7,123,41,5,6,7,1,1,1
0.34379999999999999,0.388,26820,0,0,1,0,1,0,0,0.0055314650000000002,0.021909122,0.97255941300000004,573,529,588,308,48,17,48,28,12,1,1,0,2,22,48,6,12,229,25,2,17,19,2,1,1
0.41160000000000002,0.092,26836,0,1,0,1,0,0,0.0025238067999999998,0.0020787383000000002,0.0618670412,0.93353041380000001,686,640,700,490,25,7,24,19,13,1,1,1,4,7,25,3,7,190,28,2,7,10,2,1,1
0.77860000000000007,0.932,26852,1,0,1,1,0,0.0063914159999999996,0,0.035118045399999999,0.0090845464000000008,0.94940599219999999,631,588,651,382,44,11,42,22,11,19,17,15,43,14,44,1,9,333,20,6,11,9,1,19,17
0.37439999999999996,0.029,26868,0,0,1,0,1,0.0001030696,0,0.99892234170000005,0.00018556630000000001,0.00078902249999999996,624,634,647,416,20,1,20,1,2,0,0,0,0,9,20,3,10,47,50,0,1,1,0,0,0
0.42599999999999999,0.292,26884,0,0,1,0,1,0,0,0,0.0067989380999999996,0.99320106190000002,710,646,658,547,3,0,3,1,1,0,0,0,0,5,3,1,2,79,67,2,0,0,0,0,0
0.76600000000000001,0.803,26900,1,0,1,0,1,0,0.66752368709999998,0.0140896111,0.0088579420000000006,0.3095287598,610,590,613,322,11,5,10,7,1,4,4,4,36,9,11,2,6,132,60,0,6,6,1,4,4
0.40079999999999999,0.606,26916,0,0,1,1,0,0,0.0073793712999999997,0.0122493898,0.0070792770999999997,0.97329196179999999,668,671,675,464,10,3,10,8,5,2,1,1,20,6,10,4,4,159,40,2,3,2,2,2,1
0.80320000000000003,0.951,26932,1,0,1,0,1,0,0.014957639,0.0015336312,0.012817644899999999,0.97069108500000001,672,680,677,462,13,8,13,8,0,1,0,0,8,6,13,0,4,100,31,0,8,8,0,1,0
0.38700000000000001,0.2,26472,0,0,1,0,1,0,0,0.080764883300000007,0,0.91923511670000002,645,623,715,402,23,5,23,13,6,0,0,0,0,8,23,3,9,81,39,6,5,5,0,0,0
0.75460000000000005,0.672,26488,1,0,1,1,0,0.97914701240000002,0,0.0033686711000000002,0.016967695299999998,0.00051662120000000005,591,566,634,318,18,4,18,13,9,0,0,0,0,9,18,4,13,254,72,1,4,5,0,0,0
0.39000000000000001,0.508,26504,0,0,1,1,0,0,0.55852892080000005,0.0016568131000000001,0.0094179459000000004,0.43039632020000002,650,642,625,371,26,8,26,15,8,1,0,0,4,6,26,2,7,80,27,1,8,7,0,1,0
0.42060000000000003,0.377,26520,0,0,1,0,1,0.92778369770000002,0,0.0098843223999999993,0.044424995600000003,0.0179069842,701,664,696,612,21,11,21,15,4,8,8,8,38,5,21,2,5,165,24,5,11,11,0,8,8
0.40200000000000002,0.191,26536,0,0,1,1,0,0,0.0038962382999999999,0.0124505138,0.0020813313000000002,0.98157191669999999,670,580,694,424,19,7,17,11,4,1,1,1,5,1,19,0,0,274,0,4,7,6,1,1,1
0.79479999999999995,0.685,26552,1,0,1,1,0,0.017607454299999999,0.86800771440000002,0.0089388674999999994,0.016276501299999999,0.089169462599999999,658,612,628,378,20,4,20,9,5,2,2,2,10,5,20,2,7,130,35,1,4,4,0,2,2
0.38700000000000001,0.106,26568,0,0,1,1,0,0.058699518499999999,0,0.0299705231,0.0104001656,0.90092979269999995,645,624,692,495,20,7,19,17,9,3,1,1,15,9,20,3,6,127,30,2,7,7,3,3,1
0.40500000000000003,0.1,26584,0,0,1,0,1,0.022808071100000001,0,0.0058586771999999997,0.0034865323999999998,0.96784671929999999,675,655,668,413,47,14,41,28,14,14,14,14,30,6,47,1,6,137,13,6,14,12,0,14,14
0.42899999999999999,0.503,26600,0,0,1,0,1,0.0063378541,0.00093273040000000002,0.0027248924000000002,0.0161471594,0.97385736369999998,715,635,633,472,3,2,3,2,0,1,1,1,33,1,4,1,1,192,25,0,2,2,0,1,1
0.35220000000000001,0.466,26616,0,0,1,1,0,0.018530754,0,0.95844985130000004,0.0060294092000000004,0.0169899856,587,566,581,244,23,4,23,16,12,2,1,1,9,14,23,2,7,161,30,5,4,4,2,2,1
0.40260000000000001,0.354,26948,0,0,1,1,0,0.27688900150000001,0.071649021800000004,0.57106226289999995,0.0115474974,0.068852216399999999,671,658,684,454,46,16,43,29,13,18,16,16,39,3,46,1,5,223,11,3,16,19,2,18,16
0.40439999999999998,0,26964,0,0,1,1,0,0,0.22152553250000001,0.0048546242000000002,0.0125280848,0.76109175839999998,674,569,666,399,33,7,31,12,6,3,2,1,9,9,33,9,12,160,36,1,7,7,0,3,2
0.72639999999999993,0.66,26980,1,0,1,0,1,0,0.12899499959999999,0.0029508287999999998,0.0129629224,0.85509124920000001,544,475,658,372,49,17,47,31,14,0,0,0,0,9,49,4,14,187,29,4,17,17,1,0,0
0.43080000000000002,0.046,26996,0,0,1,0,1,0.0085509035999999997,0.0059155594000000001,0.032417694499999997,0.038487572499999997,0.91462827000000002,718,730,757,555,40,15,35,19,3,11,11,11,28,1,40,0,0,296,0,4,15,16,1,11,11
0.39900000000000002,0.315,27012,0,0,1,1,0,0.079166367900000006,0.019378118199999999,0.044823177300000003,0.032842112899999998,0.82379022369999999,665,656,628,373,12,2,12,6,3,1,0,0,8,3,12,2,8,55,67,2,2,0,1,1,0
0.36119999999999997,0.555,27028,0,0,1,0,1,0.020028036700000001,0.002334479,0.39146707959999999,0.013188281200000001,0.5729821236,602,565,654,189,36,5,34,14,18,6,6,5,17,9,36,5,15,210,42,5,5,5,0,6,6
0.74439999999999995,0.756,27044,1,0,1,1,0,0.00079627680000000001,0.00049457090000000004,0.99594462839999998,0.00057344609999999995,0.0021910777999999999,574,563,630,345,9,6,9,6,1,0,0,0,0,4,9,2,4,38,44,1,6,5,0,0,0
0.35220000000000001,0.484,27060,0,0,1,1,0,0.0027659257,0.0011985545000000001,0.0186427352,0.024707304900000001,0.95268547969999995,587,563,595,278,31,16,31,24,6,5,3,3,16,2,31,6,15,198,48,7,16,14,0,5,3
0.3906,0.451,27076,0,0,1,1,0,0,0.0019685564999999999,0.014361018099999999,0.024536937599999999,0.95913348779999996,651,598,727,516,42,7,39,24,17,9,9,9,21,4,42,2,8,326,19,7,7,7,2,9,9
0.4098,0.173,27092,0,0,1,0,1,0.99463257849999998,0,0.0016071547,0.0033938381000000002,0.00036642860000000001,683,638,653,409,11,5,11,7,2,1,1,0,9,5,11,0,2,122,18,2,5,7,0,1,1
0.38939999999999997,0.087,27108,0,0,1,0,1,0,0.31822308780000003,0.012362324399999999,0.0107931156,0.6586214722,649,618,679,637,19,3,14,8,3,1,1,1,5,2,19,0,2,238,11,1,3,5,0,1,1
0.39900000000000002,0.616,27124,0,0,1,1,0,0.016158713000000002,0.073078576699999995,0.3685299454,0.0092216510000000008,0.5330111139,665,630,697,428,23,5,20,19,14,0,0,0,0,1,23,0,6,265,26,0,5,11,2,0,0
0.3906,0.555,27140,0,0,1,1,0,0,0.222350768,0.0012458478000000001,0.0058917431999999997,0.77051164100000002,651,600,587,386,16,7,16,15,8,0,0,0,0,12,16,1,2,180,13,0,7,7,0,0,0
0.43980000000000002,0.509,27156,0,0,1,0,1,0,0.034985805000000002,0.0008529656,0.011955999199999999,0.95220523030000004,733,662,680,513,24,11,24,19,8,2,2,2,8,6,24,2,2,206,8,2,11,13,0,2,2
0.3972,0.088,27172,0,0,1,1,0,0.084140698900000005,0.095510826100000001,0.077688408099999995,0.046104659700000002,0.69655540709999997,662,662,653,488,9,4,9,7,3,2,0,0,22,2,9,0,3,79,33,2,4,4,1,2,0
0.79479999999999995,0.839,27188,1,0,1,1,0,0.0379226888,0.0051332393,0.0318299638,0.0032221609999999999,0.92189194699999999,658,654,698,491,36,13,36,33,21,18,17,17,50,6,36,2,4,148,11,2,13,15,1,18,17
0.35460000000000003,0.264,27204,0,0,1,1,0,6.8384400000000002e-05,0,0.99754230889999995,0.00087722430000000001,0.0015120824,591,585,621,324,10,2,10,4,2,0,0,0,0,8,10,4,9,29,90,0,2,2,0,0,0
0.7390000000000001,0.809,27220,1,1,0,0,1,0.0052036182000000002,0.12440316749999999,0.017200178900000002,0.0411303659,0.81206266949999995,565,548,650,409,31,11,31,24,10,4,4,4,13,7,31,5,10,253,32,3,11,12,3,4,4
0.79780000000000006,0.931,27236,1,0,1,1,0,0,0.0119641505,0.0076421066000000003,0.013695275999999999,0.96669846690000005,663,640,660,546,10,2,10,8,6,0,0,0,0,6,10,4,9,46,90,0,2,2,0,0,0
0.38039999999999996,0.544,27252,0,0,1,0,1,0,0.13682091969999999,0.0210990915,0.035808819300000003,0.8062711695,634,625,665,472,8,1,8,2,1,1,1,0,13,2,8,1,6,54,75,2,1,1,0,1,1
0.40500000000000003,0.624,26632,0,0,1,1,0,0.0039365362999999997,0.0088339195000000006,0.0028690666000000002,0.026358153400000001,0.95800232419999998,675,578,643,394,24,8,24,21,13,7,3,3,29,6,24,2,3,151,13,1,8,9,2,7,3
0.40860000000000002,0.625,26648,0,0,1,0,1,0,0.31400487570000002,0.0013025076,0.0032889852,0.68140363150000005,681,634,703,459,34,11,30,19,6,8,7,7,24,2,34,1,3,282,9,4,11,13,0,8,7
0.81400000000000006,0.691,26664,1,1,0,1,0,0.0025662076999999998,0.17541973020000001,0.62510854100000002,0.0121280117,0.18477750940000001,690,632,664,313,51,11,46,23,11,13,11,9,25,8,51,5,16,426,31,7,11,12,2,13,11
0.37619999999999998,0.154,26680,0,0,1,0,1,0.029262725,0.010801117799999999,0.047801515500000002,0.01926924,0.89286540179999996,627,583,648,376,50,9,40,23,13,7,7,7,14,12,50,3,10,136,20,11,9,9,3,7,7
0.34860000000000002,0.13,26696,0,0,1,0,1,0.00096844749999999995,0.00027978980000000002,0.29353503089999999,0.66173979400000005,0.043476937799999997,581,564,630,310,55,3,55,3,0,6,5,5,11,17,55,2,18,106,33,0,3,3,0,6,5
0.41160000000000002,0.171,26712,0,0,1,0,1,0,0.96160731909999997,0.0024144191000000001,0.0084795085999999995,0.0274987532,686,656,695,398,31,8,27,19,8,12,11,10,39,4,31,1,4,223,13,5,8,10,3,12,11
0.34320000000000001,0.575,26728,0,0,1,1,0,0.0037292177999999998,0,0.0018684571000000001,0.0180232754,0.9763790497,572,590,587,331,34,3,31,13,9,4,4,4,12,13,34,6,18,254,53,7,3,5,0,4,4
0.38580000000000003,0.16,26744,0,0,1,1,0,0.025346240700000001,0,0.88723284000000002,0.0046072101000000001,0.082813709200000002,643,624,657,459,33,8,33,26,16,1,1,0,3,39,33,10,18,71,55,2,10,10,3,1,1
0.35399999999999998,0.539,26760,0,1,0,,,0,0.37490410709999999,0.0026147066999999999,0.0077207214999999996,0.61476046470000001,590,571,678,347,62,35,53,47,9,21,19,19,34,13,62,4,13,307,21,6,36,38,2,21,19
0.378,0.225,26776,0,0,1,0,1,0.0079885041999999996,0.0092310577999999994,0.93572552980000001,0.0062923377000000001,0.040762570599999999,630,602,642,276,18,3,18,7,3,3,1,1,17,8,18,0,6,52,33,2,3,2,1,3,1
0.39539999999999997,0.146,27268,0,1,0,0,1,0,0.029320110900000002,0.0099105774000000004,0.0119476824,0.94882162930000002,659,613,618,463,3,1,3,2,1,0,0,0,0,5,3,1,2,77,67,0,1,1,0,0,0
0.39180000000000004,0.242,27284,0,0,1,1,0,0.0127221699,0.0123383483,0.0115898982,0.0098164149000000006,0.95353316880000005,653,621,625,319,40,8,40,32,24,3,0,0,8,15,40,5,22,85,55,4,8,12,1,3,0
0.37860000000000005,0.566,27300,0,1,0,1,0,0,0.043720225100000003,0.0032813528999999998,0.038409071199999999,0.91458935080000003,631,561,676,446,54,24,49,48,21,2,2,2,4,5,54,2,5,408,9,3,24,28,1,2,2
0.37739999999999996,0.146,27316,0,0,1,0,1,0,0.0081690615999999994,0.0067007875000000003,0.0048487006000000003,0.98028145030000002,629,618,670,410,21,3,15,4,2,6,6,6,29,20,21,6,7,110,33,2,3,4,0,6,6
0.35760000000000003,0.589,27332,0,0,1,1,0,0,0.0063588255,0.01801055,0.023454237400000001,0.95217638699999996,596,579,608,170,28,8,24,16,8,9,7,7,32,13,28,0,1,216,4,5,8,8,2,9,7
0.37619999999999998,0.271,27348,0,0,1,0,1,0.020750011400000001,0.0017795819,0.83207327090000005,0.011674461699999999,0.13372267409999999,627,564,673,346,19,6,19,10,3,4,3,3,21,3,19,2,5,133,26,4,6,6,0,4,3
0.37860000000000005,0.145,27364,0,0,1,0,1,0.017674466,0.062101024900000003,0.070704883800000007,0.0091245652999999999,0.84039505999999997,631,620,629,330,27,8,24,13,4,7,7,7,26,14,27,2,12,165,44,7,8,9,1,7,7
0.76540000000000008,0.903,27380,1,0,1,1,0,0,0.37070491979999998,0.0047907504,0.0244033071,0.60010102259999998,609,645,559,381,3,1,3,2,1,0,0,0,0,5,3,1,1,150,33,0,1,1,0,0,0
0.3906,0.433,27396,0,0,1,0,1,0.0111716067,0.0024966038999999999,0.012026814199999999,0.027703276200000002,0.94660169900000002,651,611,665,292,35,10,30,15,2,9,9,9,26,5,35,2,3,162,9,9,10,10,4,9,9
0.8044,0.842,27412,1,0,1,0,1,0,0.059228210099999998,0.26661223369999998,0.061277334699999998,0.61288222150000005,674,647,658,497,16,1,16,3,2,0,0,0,0,4,16,4,8,55,50,3,1,1,1,0,0
