"Year","Month","Day","Departure time","Departure delay","Arrival time","Arrival delay","Carrier","TailNum","Flight","Origin","Destination","Air Time","Distance","Hours","Minutes"
"2014","1","1","1500","50","1633","38","WN","N217JC","3255","PDX","SJC","84","569","15","0"
"2014","1","1","1458","-7","1714","-9","AS","N627AS","528","SEA","BUR","124","937","14","58"
"2014","1","1","1520","1","1848","2","UA","N75429","1051","PDX","DEN","127","991","15","20"
"2014","1","1","1519","37","1851","41","F9","N216FR","140","SEA","DEN","136","1024","15","19"
"2014","1","1","1543","-7","1813","8","AS","N615AS","592","PDX","SNA","121","859","15","43"
"2014","1","1","1541","-4","2330","-13","AS","N419AS","14","SEA","EWR","266","2402","15","41"
"2014","1","1","1608","23","2147","17","AA","N3AMAA","2248","SEA","DFW","187","1660","16","8"
"2014","1","1","1557","92","2146","71","AA","N3CVAA","125","SEA","ORD","200","1721","15","57"
"2014","1","1","1627","17","1854","4","WN","N784SW","20","PDX","SLC","79","630","16","27"
"2014","1","1","1626","26","1821","23","AS","N756AS","338","SEA","OAK","98","672","16","26"
"2014","1","1","1637","2","1915","-5","OO","N823SK","4520","PDX","SLC","78","630","16","37"
"2014","1","1","1633","43","1849","43","AS","N788AS","588","PDX","PSP","118","873","16","33"
"2014","1","1","1708","177","2307","164","UA","N75410","1246","SEA","IAH","216","1874","17","8"
"2014","1","1","1700","0","2109","-21","AS","N562AS","899","SEA","HNL","334","2677","17","0"
"2014","1","1","1722","47","1923","40","UA","N27421","1137","SEA","SFO","102","679","17","22"
"2014","1","1","1721","66","1919","59","WN","N959WN","577","SEA","OAK","99","672","17","21"
"2014","1","1","1744","8","1842","13","OO","N229SW","5417","PDX","SEA","36","129","17","44"
"2014","1","1","1743","-2","1949","-2","OO","N219AG","3488","PDX","BUR","111","817","17","43"
"2014","1","1","1802","-3","2355","2","AS","N442AS","26","SEA","ORD","200","1721","18","2"
"2014","1","1","1759","-1","1934","-11","VX","N523VA","813","PDX","SFO","80","550","17","59"
"2014","1","1","1819","4","2051","-12","AS","N433AS","109","SEA","ANC","191","1448","18","19"
"2014","1","1","1814","-6","2222","-33","AS","N559AS","859","SEA","HNL","336","2677","18","14"
"2014","1","1","1835","105","2015","105","WN","N389SW","568","PDX","OAK","87","543","18","35"
"2014","1","1","1835","-5","2037","-8","AS","N792AS","302","SEA","SFO","101","679","18","35"
"2014","1","1","1850","-5","2027","-17","AS","N556AS","381","SEA","SMF","79","605","18","50"
"2014","1","1","1847","7","1949","6","AS","N708AS","69","SEA","KTN","99","680","18","47"
"2014","1","1","1858","-2","2056","-4","AS","N529AS","379","PDX","SFO","84","550","18","58"
"2014","1","1","1857","42","2053","33","WN","N240WN","286","SEA","SJC","100","697","18","57"
"2014","1","1","1915","10","2122","-13","WN","N697SW","1715","SEA","LAS","114","867","19","15"
"2014","1","1","1906","1","2006","12","OO","N229SW","5424","SEA","PDX","31","129","19","6"
"2014","1","1","1934","-6","2238","23","AS","N625AS","476","SEA","LAX","125","954","19","34"
"2014","1","1","1930","0","2250","-6","AS","N626AS","672","SEA","DEN","122","1024","19","30"
"2014","1","1","1954","-10","2134","-22","OO","N471CA","5659","PDX","SFO","84","550","19","54"
"2014","1","1","1949","79","2117","67","WN","N961WN","3963","PDX","OAK","76","543","19","49"
"2014","1","1","2012","-3","2219","-6","OO","N223AG","3464","PDX","ONT","110","838","20","12"
"2014","1","1","2010","-10","2347","-12","AS","N793AS","632","SEA","PHX","140","1107","20","10"
"2014","1","1","2026","-4","2226","-2","AS","N531AS","226","SEA","SJC","102","697","20","26"
"2014","1","1","2022","-3","2353","-17","US","N627AW","626","SEA","PHX","133","1107","20","22"
"2014","1","1","2108","-2","2347","-16","UA","N17229","1603","SEA","ANC","200","1448","21","8"
"2014","1","1","2058","18","2320","5","VX","N625VA","798","SEA","LAX","121","954","20","58"
"2014","1","1","2130","13","531","16","B6","N635JB","1206","PDX","JFK","274","2454","21","30"
"2014","1","1","2129","16","513","-2","UA","N73275","156","SEA","EWR","267","2402","21","29"
"2014","1","1","2202","-3","622","-18","AA","N5CSAA","1070","SEA","MIA","302","2724","22","2"
"2014","1","1","2158","-7","627","2","AS","N558AS","24","SEA","BOS","284","2496","21","58"
"2014","1","1","2222","-3","611","2","US","N181UW","1944","SEA","CLT","262","2279","22","22"
"2014","1","1","2221","-4","550","-30","US","N571UW","467","PDX","CLT","250","2282","22","21"
"2014","1","1","2259","72","659","70","B6","N505JB","498","SEA","BOS","282","2496","22","59"
"2014","1","1","2253","8","611","4","DL","N371DA","503","PDX","ATL","240","2172","22","53"
"2014","1","1","2312","13","706","7","DL","N727TW","1542","SEA","JFK","268","2422","23","12"
"2014","1","1","2306","6","9","11","AS","N627AS","698","SEA","GEG","36","224","23","6"
"2014","1","1","2356","136","137","131","AS","N587AS","372","SEA","SMF","79","605","23","56"
"2014","1","1","2355","8","540","-13","UA","N23707","1282","SEA","IAH","208","1874","23","55"
"2014","1","2","516","-4","841","-12","UA","N35407","1224","SEA","DEN","121","1024","5","16"
"2014","1","2","516","-4","854","-12","US","N622AW","460","SEA","PHX","140","1107","5","16"
"2014","1","2","552","-8","830","-18","DL","N663DN","1831","PDX","SLC","80","630","5","52"
"2014","1","2","552","-8","803","-18","AS","N409AS","604","SEA","LAS","114","867","5","52"
"2014","1","2","600","0","1156","6","AA","N3DGAA","1094","SEA","DFW","198","1660","6","0"
"2014","1","2","559","-6","750","-22","AS","N535AS","344","SEA","OAK","95","672","5","59"
"2014","1","2","606","-4","838","-12","AS","N402AS","426","SEA","LAX","123","954","6","6"
"2014","1","2","605","0","921","-19","WN","N8313F","145","SEA","DEN","119","1024","6","5"
"2014","1","2","613","3","813","-12","AS","N796AS","308","SEA","SFO","100","679","6","13"
"2014","1","2","613","-2","858","6","AS","N644AS","524","SEA","SNA","133","978","6","13"
"2014","1","2","627","5","902","-3","OO","N692CA","4693","SEA","LAX","128","954","6","27"
"2014","1","2","627","-3","1350","-7","DL","N3746H","1156","PDX","ATL","244","2172","6","27"
"2014","1","2","635","-5","1009","1","AS","N536AS","646","PDX","PHX","128","1009","6","35"
"2014","1","2","634","-6","1215","-11","AS","N551AS","668","SEA","DFW","196","1660","6","34"
"2014","1","2","642","-3","857","-11","OO","N804SK","4692","PDX","LAX","112","834","6","42"
"2014","1","2","638","-2","842","-6","OO","N218AG","3456","PDX","BUR","105","817","6","38"
"2014","1","2","649","-1","1010","-9","AS","N524AS","682","SEA","DEN","124","1024","6","49"
"2014","1","2","647","17","824","8","UA","N76503","1621","PDX","SFO","83","550","6","47"
"2014","1","2","658","-2","1051","-29","AS","N514AS","833","PDX","HNL","326","2603","6","58"
"2014","1","2","656","-4","915","-6","AS","N622AS","582","PDX","SNA","118","859","6","56"
"2014","1","2","701","1","826","-4","WN","N904WN","2885","PDX","SMF","70","479","7","1"
"2014","1","2","701","-9","903","-17","AS","N530AS","332","SEA","SJC","100","697","7","1"
"2014","1","2","705","0","809","-1","AS","N706AS","65","SEA","KTN","98","680","7","5"
"2014","1","2","705","0","917","-7","AS","N317AS","606","SEA","LAS","115","867","7","5"
"2014","1","2","712","-3","853","-7","AS","N557AS","805","SEA","SMF","82","605","7","12"
"2014","1","2","712","2","1246","-19","AA","N3HYAA","1308","SEA","DFW","192","1660","7","12"
"2014","1","2","723","8","915","-3","AS","N614AS","626","PDX","LAS","100","763","7","23"
"2014","1","2","720","-5","955","-10","AS","N563AS","240","SEA","SAN","135","1050","7","20"
"2014","1","2","741","41","1551","0","AA","N3KXAA","2218","PDX","ORD","0","1739","7","41"
"2014","1","2","734","4","928","-19","UA","N577UA","434","SEA","SFO","95","679","7","34"
"2014","1","2","750","5","849","9","OO","N585SW","5379","PDX","SEA","40","129","7","50"
"2014","1","2","750","-5","917","-23","AS","N768AS","61","SEA","JNU","131","909","7","50"
"2014","1","2","807","-4","1557","-3","UA","N585UA","419","SEA","IAD","265","2306","8","7"
"2014","1","2","806","-4","1025","-4","AS","N506AS","600","SEA","LAS","120","867","8","6"
"2014","1","2","824","-6","1222","-28","AS","N583AS","861","SEA","OGG","337","2640","8","24"
"2014","1","2","821","-4","1330","-13","DL","N591NW","895","SEA","MSP","169","1399","8","21"
"2014","1","2","834","29","1400","10","AA","N568AA","1220","PDX","DFW","189","1616","8","34"
"2014","1","2","832","-3","1639","-2","US","N654AW","553","SEA","PHL","283","2378","8","32"
"2014","1","2","843","-2","1207","-6","US","N648AW","685","PDX","PHX","130","1009","8","43"
"2014","1","2","841","6","1404","4","WN","N766SW","41","SEA","MCI","180","1489","8","41"
"2014","1","2","857","-3","1111","-9","AS","N403AS","614","SEA","LAS","117","867","8","57"
"2014","1","2","855","5","1130","0","WN","N614SW","223","PDX","SLC","84","630","8","55"
"2014","1","2","918","-2","1643","-2","DL","N3756","1940","PDX","ATL","249","2172","9","18"
"2014","1","2","917","-4","1012","-4","OO","N567SW","5428","PDX","SEA","41","129","9","17"
"2014","1","2","942","-3","1315","-20","AS","N618AS","644","SEA","PHX","138","1107","9","42"
"2014","1","2","933","-7","1703","9","DL","N341NW","2424","SEA","DTW","240","1927","9","33"
"2014","1","2","949","-6","1732","-8","AS","N516AS","764","PDX","DCA","268","2350","9","49"
"2014","1","2","948","-7","1156","-14","UA","N839UA","698","SEA","SFO","100","679","9","48"
"2014","1","2","1001","1","1158","-4","AS","N529AS","346","SEA","OAK","98","672","10","1"
"2014","1","2","1001","-4","1222","-1","AS","N619AS","580","PDX","SNA","120","859","10","1"
"2014","1","2","1021","-2","1407","52","DL","N399DA","1857","SEA","SLC","87","689","10","21"
"2014","1","2","1020","-5","1220","-10","WN","N781WN","292","SEA","SJC","103","697","10","20"
"2014","1","2","1034","5","1304","6","OO","N929SW","6518","PDX","LAX","116","834","10","34"
"2014","1","2","1034","-1","1311","-14","AS","N537AS","127","SEA","ANC","201","1448","10","34"
"2014","1","2","1048","-7","1319","-14","AS","N534AS","498","SEA","SAN","134","1050","10","48"
"2014","1","2","1044","-1","1309","-14","AS","N319AS","460","SEA","LAX","125","954","10","44"
"2014","1","2","1059","-1","1302","-18","AS","N553AS","316","SEA","SFO","98","679","10","59"
"2014","1","2","1057","2","1430","3","UA","N15710","1185","SEA","DEN","127","1024","10","57"
"2014","1","2","1109","7","1731","36","UA","N75410","1599","SEA","ORD","200","1721","11","9"
"2014","1","2","1105","-2","1151","-11","OO","N229SW","5397","PDX","SEA","37","129","11","5"
"2014","1","2","1130","0","1326","-9","WN","N436WN","3603","SEA","OAK","97","672","11","30"
"2014","1","2","1126","-4","1340","-11","AS","N586AS","578","PDX","SAN","122","933","11","26"
"2014","1","2","1146","21","1652","12","DL","N3773D","588","SEA","MSP","165","1399","11","46"
"2014","1","2","1143","-7","1339","-16","OO","N693BR","3496","SEA","FAT","97","748","11","43"
"2014","1","2","1155","3","1938","8","DL","N721TW","1962","SEA","ATL","247","2182","11","55"
"2014","1","2","1155","10","1741","1","AS","N407AS","656","SEA","AUS","207","1770","11","55"
"2014","1","2","1200","-5","1432","-17","OO","N932SW","6371","SEA","LAX","123","954","12","0"
"2014","1","2","1200","-5","1253","-7","AS","N626AS","674","SEA","GEG","37","224","12","0"
"2014","1","2","1211","66","1502","62","WN","N202WN","1101","SEA","SLC","89","689","12","11"
"2014","1","2","1207","35","1546","27","US","N602AW","614","SEA","PHX","136","1107","12","7"
"2014","1","2","1228","-2","1429","-6","AS","N708AS","312","SEA","SFO","100","679","12","28"
"2014","1","2","1221","-6","1311","-5","OO","N229SW","5342","SEA","PDX","33","129","12","21"
"2014","1","2","1236","3","1425","-1","UA","N488UA","353","PDX","SFO","84","550","12","36"
"2014","1","2","1233","19","1430","1","UA","N835UA","842","SEA","SFO","92","679","12","33"
"2014","1","2","1252","-3","1452","-5","AS","N644AS","622","PDX","LAS","102","763","12","52"
"2014","1","2","1251","-9","1755","-25","AS","N627AS","38","SEA","MSP","165","1399","12","51"
"2014","1","2","1300","10","1448","8","AS","N614AS","388","PDX","SFO","86","550","13","0"
"2014","1","2","1256","11","1536","1","AS","N442AS","113","SEA","ANC","199","1448","12","56"
"2014","1","2","1310","4","2100","0","UA","N76269","1148","SEA","IAD","262","2306","13","10"
"2014","1","2","1305","-2","1535","-9","OO","N804SK","4564","SEA","LAX","124","954","13","5"
"2014","1","2","1320","78","1909","64","UA","N479UA","277","PDX","IAH","212","1825","13","20"
"2014","1","2","1320","0","1608","-17","AS","N556AS","724","SEA","SLC","91","689","13","20"
"2014","1","2","1336","-5","1420","-14","OO","N229SW","5423","PDX","SEA","37","129","13","36"
"2014","1","2","1334","9","1617","-8","AS","N612AS","123","SEA","FAI","204","1533","13","34"
"2014","1","2","1357","-8","1715","-28","AS","N622AS","670","SEA","DEN","121","1024","13","57"
"2014","1","2","1350","0","1529","-6","AS","N530AS","362","SEA","SMF","83","605","13","50"
"2014","1","2","1413","39","1609","24","UA","N37255","1210","SEA","SFO","96","679","14","13"
"2014","1","2","1409","37","1544","19","UA","N492UA","367","PDX","SFO","79","550","14","9"
"2014","1","2","1434","-6","1814","-11","US","N157UW","2026","SEA","PHX","138","1107","14","34"
"2014","1","2","1434","33","2054","59","UA","N66803","1610","PDX","ORD","198","1739","14","34"
"2014","1","2","1452","2","1807","-18","WN","N353SW","1556","SEA","DEN","121","1024","14","52"
"2014","1","2","1452","87","2039","64","AA","N3KSAA","115","PDX","ORD","203","1739","14","52"
"2014","1","2","1508","-7","2007","-24","DL","N955DN","1770","SEA","MSP","160","1399","15","8"
"2014","1","2","1505","55","1644","49","WN","N281WN","3255","PDX","SJC","86","569","15","5"
"2014","1","2","1520","-10","1558","-14","OO","N585SW","5331","PDX","RDM","26","116","15","20"
"2014","1","2","1520","25","1835","15","WN","N480WN","735","PDX","DEN","122","991","15","20"
"2014","1","2","1543","8","1825","5","AS","N433AS","101","SEA","ANC","197","1448","15","43"
"2014","1","2","1538","-8","1807","-23","OO","N912SW","6527","SEA","LAX","129","954","15","38"
"2014","1","2","1609","0","1710","8","OO","N294SW","5404","PDX","SEA","43","129","16","9"
"2014","1","2","1604","4","1805","7","AS","N756AS","338","SEA","OAK","99","672","16","4"
"2014","1","2","1633","23","1826","11","WN","N748SW","750","PDX","LAS","100","763","16","33"
"2014","1","2","1632","-3","1901","-15","AS","N551AS","466","SEA","LAX","124","954","16","32"
"2014","1","2","1647","12","1851","8","UA","N77431","1054","SEA","SFO","97","679","16","47"
"2014","1","2","1647","13","1941","16","DL","N603DL","2079","SEA","SLC","88","689","16","47"
"2014","1","2","1715","-5","1928","-10","OO","N692CA","4684","PDX","LAX","110","834","17","15"
"2014","1","2","1715","0","1911","-9","VX","N852VA","755","SEA","SFO","101","679","17","15"
"2014","1","2","1738","-2","2150","-20","AS","N559AS","815","SEA","LIH","355","2701","17","38"
"2014","1","2","1735","-1","1830","1","OO","N229SW","5417","PDX","SEA","39","129","17","35"
"2014","1","2","1754","-6","2111","-19","US","N664AW","577","PDX","PHX","127","1009","17","54"
"2014","1","2","1748","-2","2203","1","DL","N591NW","2237","SEA","HNL","350","2677","17","48"
"2014","1","2","1806","0","2123","-10","UA","N577UA","550","PDX","DEN","120","991","18","6"
"2014","1","2","1759","-6","2335","-18","AS","N319AS","26","SEA","ORD","198","1721","17","59"
"2014","1","2","1820","0","2200","5","OO","N217AG","3498","SEA","COS","134","1068","18","20"
"2014","1","2","1819","-5","2028","-11","B6","N554JB","1621","PDX","LGB","112","846","18","19"
"2014","1","2","1836","41","1943","28","WN","N963WN","102","PDX","RNO","58","444","18","36"
"2014","1","2","1836","-9","2119","-6","AS","N564AS","480","SEA","SAN","133","1050","18","36"
"2014","1","2","1849","-6","2040","-4","AS","N519AS","381","SEA","SMF","85","605","18","49"
"2014","1","2","1845","-1","2115","-14","OO","N937SW","6422","SEA","LAX","126","954","18","45"
"2014","1","2","1854","-1","2103","5","AS","N530AS","328","SEA","SJC","104","697","18","54"
"2014","1","2","1853","38","2100","40","WN","N757LV","286","SEA","SJC","104","697","18","53"
"2014","1","2","1910","425","2230","410","WN","N8621A","4183","SEA","DEN","121","1024","19","10"
"2014","1","2","1910","40","2047","37","WN","N647SW","2448","PDX","SJC","87","569","19","10"
"2014","1","2","1927","-8","2145","-12","AS","N568AS","520","SEA","BUR","117","937","19","27"
"2014","1","2","1925","-5","2245","-11","AS","N618AS","672","SEA","DEN","123","1024","19","25"
"2014","1","2","1945","40","2223","58","WN","N358SW","1715","SEA","LAS","120","867","19","45"
"2014","1","2","1941","-4","2158","-21","AS","N626AS","518","SEA","SNA","125","978","19","41"
"2014","1","2","2008","-7","2310","10","AS","N431AS","111","SEA","ANC","217","1448","20","8"
"2014","1","2","2006","-14","2348","-11","AS","N788AS","632","SEA","PHX","142","1107","20","6"
"2014","1","2","2015","11","2201","8","OO","N712SK","5210","PDX","SFO","85","550","20","15"
"2014","1","2","2013","-2","2216","-9","OO","N215AG","3464","PDX","ONT","107","838","20","13"
"2014","1","2","2037","-4","2252","-2","OO","N975SW","6426","SEA","SFO","104","679","20","37"
"2014","1","2","2035","-10","0","0","AS","N560AS","574","PDX","SAN","0","933","20","35"
"2014","1","2","2100","-5","0","0","AS","N537AS","488","SEA","SAN","0","1050","21","0"
"2014","1","2","2059","105","2255","85","UA","N37437","1674","SEA","SFO","97","679","20","59"
"2014","1","2","2128","18","24","21","UA","N68453","1603","SEA","ANC","215","1448","21","28"
"2014","1","2","2126","-4","28","11","AS","N413AS","731","SEA","ANC","216","1448","21","26"
"2014","1","2","2217","-8","126","1","AS","N590AS","145","PDX","ANC","232","1542","22","17"
"2014","1","2","2207","2","645","5","AA","N624AA","1070","SEA","MIA","315","2724","22","7"
"2014","1","2","2254","5","435","-12","UA","N37409","1617","SEA","ORD","191","1721","22","54"
"2014","1","2","2227","2","604","-5","US","N184US","1944","SEA","CLT","255","2279","22","27"
"2014","1","2","2307","110","1213","0","B6","N635JB","1206","PDX","JFK","0","2454","23","7"
"2014","1","2","2305","33","503","25","UA","N37252","1129","SEA","IAH","215","1874","23","5"
"2014","1","2","2341","-9","511","-24","AS","N423AS","660","SEA","DFW","189","1660","23","41"
"2014","1","2","2339","129","140","129","AS","N611AS","624","PDX","LAS","102","763","23","39"
"2014","1","3","517","-3","848","-18","US","N626AW","460","SEA","PHX","132","1107","5","17"
"2014","1","3","516","-5","722","-14","OO","N932SW","5639","SEA","SFO","94","679","5","16"
"2014","1","3","540","0","853","-14","UA","N38417","1569","PDX","DEN","115","991","5","40"
"2014","1","3","534","-1","1346","6","UA","N574UA","261","SEA","EWR","287","2402","5","34"
"2014","1","3","555","-5","800","-3","AS","N431AS","200","SEA","SJC","95","697","5","55"
"2014","1","3","554","-11","911","-27","F9","N220FR","144","SEA","DEN","117","1024","5","54"
"2014","1","3","559","-1","737","-8","WN","N764SW","1461","PDX","OAK","79","543","5","59"
"2014","1","3","559","-1","1137","-13","AA","N3EEAA","1094","SEA","DFW","189","1660","5","59"
"2014","1","3","609","-6","836","-26","AS","N513AS","494","SEA","SAN","131","1050","6","9"
"2014","1","3","605","-5","848","-2","AS","N317AS","426","SEA","LAX","129","954","6","5"
"2014","1","3","628","-2","1350","-18","DL","N681DA","968","SEA","ATL","242","2182","6","28"
"2014","1","3","626","-4","1350","-7","DL","N3738B","1156","PDX","ATL","248","2172","6","26"
"2014","1","3","637","-3","853","-10","AS","N315AS","232","PDX","SAN","115","933","6","37"
"2014","1","3","634","19","819","-1","VX","N521VA","751","SEA","SFO","89","679","6","34"
"2014","1","3","644","-1","817","-18","WN","N623SW","2537","SEA","SMF","76","605","6","44"
"2014","1","3","644","-1","842","-8","WN","N723SW","247","PDX","LAS","102","763","6","44"
"2014","1","3","657","-13","913","-15","AS","N409AS","222","SEA","SFO","95","679","6","57"
"2014","1","3","656","-4","1149","-21","DL","N810DN","2314","SEA","MSP","158","1399","6","56"
